nbVertex = 10;
c = [
	[0.0, 89.8002096173746, 49.73985303600838, 102.63283213600795, 158.1512479153952, 179.00884055181592, 170.37563726111688, 21.829790108622788, 28.24487743441803, 174.17844655284347],
	[89.8002096173746, 0.0, 68.34733845941645, 105.59253279778196, 68.47134130022877, 121.8415963141425, 131.08245348442185, 110.00659015469674, 76.06256029107351, 85.71851316282998],
	[49.73985303600838, 68.34733845941645, 0.0, 57.05520853653846, 129.44403886270715, 130.47036787147354, 120.63805840057226, 59.670354866603745, 61.948427166844404, 141.2130530276769],
	[102.63283213600795, 105.59253279778196, 57.05520853653846, 0.0, 146.3744199977013, 100.6114846751723, 77.93842752652041, 104.5902188136366, 118.8592830132915, 150.2991939567482],
	[158.1512479153952, 68.47134130022877, 129.44403886270715, 146.3744199977013, 0.0, 106.76192848968742, 132.67920665301818, 177.92557739527973, 143.6546311349478, 21.54235869779735],
	[179.00884055181592, 121.8415963141425, 130.47036787147354, 100.6114846751723, 106.76192848968742, 0.0, 35.16836478077156, 189.93539520825513, 181.64886077121426, 95.34701604486752],
	[170.37563726111688, 131.08245348442185, 120.63805840057226, 77.93842752652041, 132.67920665301818, 35.16836478077156, 0.0, 177.58433831337825, 178.43602893047247, 124.89782281943815],
	[21.829790108622788, 110.00659015469674, 59.670354866603745, 104.5902188136366, 177.92557739527973, 189.93539520825513, 177.58433831337825, 0.0, 48.61937539987791, 193.09973824040173],
	[28.24487743441803, 76.06256029107351, 61.948427166844404, 118.8592830132915, 143.6546311349478, 181.64886077121426, 178.43602893047247, 48.61937539987791, 0.0, 161.72586769209056],
	[174.17844655284347, 85.71851316282998, 141.2130530276769, 150.2991939567482, 21.54235869779735, 95.34701604486752, 124.89782281943815, 193.09973824040173, 161.72586769209056, 0.0]
];
