nbVertex = 10;
c = [
	[0.0, 114.23969906602476, 76.57941830947522, 29.589800602059587, 196.70279134693317, 117.76886105849377, 138.3578943245256, 54.705855440668834, 168.8075465090705, 143.07161148996107],
	[114.23969906602476, 0.0, 117.47680492685663, 89.37268505591024, 156.6494082459843, 148.1377297034706, 24.549251207235304, 152.0508618977703, 125.43827015492136, 35.82141817999426],
	[76.57941830947522, 117.47680492685663, 0.0, 87.44936124866052, 127.64233914053443, 42.50746399721823, 139.841148786544, 60.320095887840075, 104.55049946800574, 128.62725522031482],
	[29.589800602059587, 89.37268505591024, 87.44936124866052, 0.0, 194.4373645474543, 129.94641903035293, 112.64161223594388, 82.18007850721216, 164.45612487956285, 121.16382796258358],
	[196.70279134693317, 156.6494082459843, 127.64233914053443, 194.4373645474543, 0.0, 105.510943064895, 162.75158227124768, 186.91698847710134, 31.733330178282678, 134.68179699768768],
	[117.76886105849377, 148.1377297034706, 42.50746399721823, 129.94641903035293, 105.510943064895, 0.0, 167.8009342803819, 88.16222649014773, 91.71021089651379, 150.68624539246497],
	[138.3578943245256, 24.549251207235304, 139.841148786544, 112.64161223594388, 162.75158227124768, 167.8009342803819, 0.0, 176.50608120304463, 132.9006914317357, 28.885697712935198],
	[54.705855440668834, 152.0508618977703, 60.320095887840075, 82.18007850721216, 186.91698847710134, 88.16222649014773, 176.50608120304463, 0.0, 164.84384708212755, 173.38805962837282],
	[168.8075465090705, 125.43827015492136, 104.55049946800574, 164.45612487956285, 31.733330178282678, 91.71021089651379, 132.9006914317357, 164.84384708212755, 0.0, 105.54002857145683],
	[143.07161148996107, 35.82141817999426, 128.62725522031482, 121.16382796258358, 134.68179699768768, 150.68624539246497, 28.885697712935198, 173.38805962837282, 105.54002857145683, 0.0]
];
